"","X1560850_at","X1557843_at","X229381_at","X1553622_a_at","X204273_at","X230800_at","X211734_s_at","X214156_at","X209945_s_at","X228618_at","X206201_s_at","X220225_at","X228554_at","X213712_at","X226814_at","X206702_at","X205009_at","X204623_at","X220581_at","X211248_s_at","X209560_s_at","dataY"
"GSM1116093_BC16_ARN0084_s1h1s1_U133p2.CEL.gz",3.34344067524185,2.94320092176218,4.93157589335397,3.18816000102556,5.94658993253336,6.80077405723269,3.92499220273209,3.45956121973649,6.88066513110173,5.18992701685467,3.32187831951878,5.95869997219332,4.16543018044668,5.0710847992906,6.43109584764107,5.98811022979988,4.59982468940098,5.66474026028623,4.22156479216539,5.0528361635996,8.08787580471746,1
"GSM1116094_BC04_ARN0011_s1h1s1_U133p2.CEL.gz",3.27969069425167,2.90222731110725,5.22472048954107,2.90470505425728,3.47774741032798,6.36985680622054,4.48045258161646,3.02312159720768,8.8517962139596,4.9206616138707,4.09476364375514,7.90175813705002,3.87282206261824,3.76979138380384,7.5283679695218,5.65177093453975,4.2123923259414,5.03311782507302,4.26489728635394,4.95544649984836,3.93323786880776,1
"GSM1116095_BC04_ARN0013_s1h1s1_U133p2.CEL.gz",3.40044850006624,3.03761816652754,6.9478122470293,3.27119046171752,4.18499939201783,6.73091417224364,5.30931315313815,3.29549496703198,7.72704552829312,5.29677867352475,4.3538754854849,5.38240229021631,4.98467502877696,3.6606081546331,6.42837678487075,5.67834748514256,6.17698149912164,10.4948492898516,4.05619779833088,5.39184698229053,4.2655698699806,1
"GSM1116095_BC16_ARN0118_s1h2s1_U133p2.CEL.gz",3.42084316083502,3.16031651076767,7.08353792289357,3.10767138207929,4.57144079772111,6.68063217971332,5.20632966315286,3.30699928944997,7.31565628590406,5.19924501008178,4.08886633540578,5.49738801357786,4.65802683862607,4.30928944025843,6.52414622866266,5.74936049030633,6.20028170963994,10.4254918863973,4.06519063126727,5.30725832966264,4.10030950889709,1
"GSM1116096_BC04_ARN0014_s1h1s1_U133p2.CEL.gz",3.26525726197456,3.75872156437199,5.86888738222834,3.30388767724189,3.88316289742812,6.43666315384322,3.8615618340116,3.37927106882099,8.73454048552022,4.97689502616307,2.98051736560465,4.04306252726899,4.16940644516053,4.87374956817853,6.03470060427911,5.45028800972108,4.75897565253973,10.7068490259774,3.90458046648575,4.83585684396025,3.77708677871603,1
"GSM1116097_BC04_ARN0015_s1h1s1_U133p2.CEL.gz",6.16158736195274,3.05370962990465,5.22747477855238,4.82538410819987,3.93852393466349,6.47939782694437,4.17437478695396,3.18172678338649,8.25664269510607,5.56991587319343,3.62474525941095,6.55239400127844,4.08134553547169,3.95182440204761,7.69919197276398,5.36443387539022,6.57871357889824,9.06387037328109,4.39246274662438,4.45769242791547,10.9231646885751,1
"GSM1116098_BC04_ARN0016_s1h1s1_U133p2.CEL.gz",3.92035794760313,4.9607116722686,5.65257963782404,3.27743404371531,3.62216865941434,6.4589235524677,4.28388326132386,3.09028212924109,8.37093545595556,4.95774595581773,2.73319490452462,6.16935456834884,6.69917858810599,3.71854163442511,5.55467721516584,4.77923289387363,4.3690469720876,10.1782653697246,5.28777698909814,6.33752822420643,4.35506341772798,1
"GSM1116099_BC04_ARN0017_s1h1s1_U133p2.CEL.gz",3.37588402348762,2.92763284677426,5.16114841748361,3.18405192994198,4.19724406055341,6.37224831938962,3.57071739842629,7.29259610449184,8.73292295835802,5.30414516198751,3.03621582151208,5.78198965177336,3.95031043573688,5.74592345767339,6.65826049332695,5.00232209297164,4.20725059033568,5.61526615588549,3.8810957166978,4.40190084101634,5.59391205359773,1
"GSM1116099_BC16_ARN0042_s1h1s1_U133p2.CEL.gz",3.51247536043954,3.17637977070607,4.96607688014947,2.91043819286651,3.92210277608386,6.08097321617984,3.84779479455528,7.57813155143627,8.43175034666113,5.07919369266244,3.176147699629,5.89937837693722,4.06400305889688,5.57783481313364,6.53964686501299,5.20293698933701,4.15748868202615,5.0769537408452,4.42770882046282,4.70519489032419,5.78617133525795,1
"GSM1116100_BC04_ARN0018_s1h1s1_U133p2.CEL.gz",5.79780502278213,3.05196320304044,5.25284880558014,4.49974672358219,4.20903524211897,6.46479184579887,3.63325265600364,3.18318379245344,8.48604549981572,5.34605965135425,3.03943576508677,4.28677519237895,3.87677179424095,3.53847558234867,6.89259618444391,5.40903423449857,4.96368566102603,9.55092962490792,4.47495813144226,4.74675067916481,9.2379507767352,1
"GSM1116101_BC04_ARN0019_s1h1s1_U133p2.CEL.gz",3.27800642958324,2.8834353558635,5.05566090871744,3.1559258787263,3.73041677665393,6.46028280857881,3.55930937377681,3.10259651922005,8.00151155691737,5.01359915288957,2.89824488109422,4.32687031144669,3.86600250180876,4.38517424339372,5.78686150598538,4.74557923179036,4.11280961604821,5.68456642888453,4.45176317134711,4.1488947089476,9.34744409268882,1
"GSM1116102_BC04_ARN0020_s1h1s1_U133p2.CEL.gz",3.26285919694913,3.10994227815099,5.69693001781474,3.15621766778158,3.85642490084741,6.40245740928429,3.25830632561666,3.292221287631,8.20216864079787,4.88898994565218,4.90614255041201,5.96047944726801,4.24873266077481,4.24615955991195,7.18457144743411,4.69821873370159,4.21293248303069,5.83168772370246,4.14294042643334,4.89784799134107,10.0365924602871,1
"GSM1116102_BC16_ARN0069_s1h1s1_U133p2.CEL.gz",3.24594246688305,3.12970467424139,5.43705542073782,3.14918914218275,4.24946352006554,6.24466334888233,3.43307774264561,3.29369864848584,7.93888049815489,4.56703146187795,4.47718504269141,7.01233392238363,4.26159525428849,4.25511684646172,6.93309442825276,4.88065735138172,4.39788173361124,4.95049856331176,4.04641796918216,4.86319029307869,10.5373581344152,1
"GSM1116103_BC04_ARN0021_s1h1s1_U133p2.CEL.gz",6.26175877440244,3.03528520650346,6.16825195715021,3.34491875892372,3.84276564298992,6.635855430924,3.79112691154808,3.79125307936836,7.83122853460191,5.04747607273235,3.0641020943658,6.21940469802574,3.85085902140711,4.01203591972141,5.51790251935312,5.16774869273456,6.0382729567888,8.13449484479916,4.4618076838981,4.53209294832325,3.92970964332554,1
"GSM1116104_BC04_ARN0022_s1h1s1_U133p2.CEL.gz",6.54636295087539,4.93815575931422,6.71072950679635,4.76763727520562,3.37896976291121,6.16269720054179,3.72772634609586,3.9186085358996,8.68176419725146,4.78152147316763,3.09911163545437,7.10439296051208,4.01010378748662,3.77610098813111,5.70294757319811,4.8427292487284,6.03003672157055,9.76998481728629,4.09525916034705,4.88273704318468,13.5563350504887,1
"GSM1116104_BC16_ARN0070_s1h1s1_U133p2.CEL.gz",6.18581966174328,4.75187125055822,6.43566098204868,4.51220966326638,3.50267691019364,6.33512184708411,3.91147083596477,4.39744007296815,8.37778516204724,4.74211890743822,2.97517237877161,7.64558801102825,3.81718175362058,3.65890824217035,5.54977871769955,4.67063310350336,6.47200076732915,9.74378566463733,4.61003657655383,4.98915578690371,13.7086922820308,1
"GSM1116105_BC04_ARN0023_s1h1s1_U133p2.CEL.gz",8.33413660144891,2.99649329666514,6.57488485291562,3.84677202273269,3.59482427563454,6.59685249618035,4.66174966683403,3.46301761641178,8.67787514034277,5.13156138820692,3.29519182859668,4.5373255769915,4.11131468601258,4.78647365652476,5.52373286672396,5.17465729160003,9.37226323333665,9.09841652696798,4.0662740422932,5.23325383866431,3.81485465999093,1
"GSM1116106_BC04_ARN0025_s1h1s1_U133p2.CEL.gz",3.12888215473687,3.06249825800031,4.72557821309103,3.0600251847071,3.47729373071607,6.43219939311009,3.96266040686541,3.50002739616073,8.29667772367767,4.9841549906641,2.86433267166118,6.91592015677966,4.42115883050611,4.05425480962518,6.33660594750171,5.02319877329963,4.28884767681545,4.87676161964206,4.44647413914606,4.84370449726733,3.63216968947845,1
"GSM1116106_BC16_ARN0076_s1h1s1_U133p2.CEL.gz",3.14083437615008,3.28227249864993,5.60175601229781,3.18218463294696,3.4443640242794,6.50353702518798,3.90262977053391,2.88967628818833,8.09738587371483,4.92750526342091,2.76943193430027,6.64927739883525,4.15973503338972,3.68013364680622,5.82579488545544,4.58807194163564,4.50252795319692,5.48489442121245,4.11943887839944,5.51648230256321,3.58173428004903,1
"GSM1116107_BC04_ARN0026_s1h1s1_U133p2.CEL.gz",3.80284546026823,4.4594351105985,5.53023197313381,3.13565850782612,3.46997324595953,6.53575396211099,3.68492309605813,3.65837224260807,8.98130754025297,5.32712288037232,2.99424830824531,5.65641154449612,4.6012387035311,3.57265625253254,6.17310895720833,5.04145349806457,4.83938200404661,10.1120461799449,4.39168538790558,5.34024108828491,3.83565238756056,1
"GSM1116107_BC16_ARN0043_s1h1s1_U133p2.CEL.gz",3.77983442730991,4.49459833643832,5.73420582549707,3.20974043412126,3.5030461750979,6.6337999305616,3.71960729679197,3.47054512937285,8.64301367128636,5.48950547294629,3.09089593401738,5.85455851514092,4.31510723113052,3.53114866504153,6.82841894790668,5.19837210865515,4.98722344988834,10.3001180829473,4.17132809254725,5.84104706784248,3.77248982628032,1
"GSM1116108_BC04_ARN0027_s1h1s1_U133p2.CEL.gz",3.3546625298799,3.0967903385774,4.82658201067932,2.99910854079152,3.66351016831186,6.54185445794468,3.49056013658694,4.16857406427908,9.5559260117845,5.05954940813661,2.97277126764074,5.13744114198879,4.66141170079215,4.01428508407607,6.08229514577557,5.19717244344848,4.71459122142568,5.99975259430671,4.39501782414411,4.83137906194164,3.79498908450094,1
"GSM1116109_BC04_ARN0028_s1h1s1_U133p2.CEL.gz",3.06073485507681,2.93755338941419,4.89607534828595,3.13259854857554,4.29112474496145,6.05466198794062,3.65821137604046,3.21537865637776,8.57946228726707,4.79165734283644,3.39985613101794,4.34755263802291,3.81596925236953,3.6878852872076,5.63105769082688,4.32370150119871,4.36939181525836,5.47841315469908,4.17281760600467,4.51324702868493,3.64331921430908,1
"GSM1116110_BC04_ARN0029_s1h1s1_U133p2.CEL.gz",2.78226226694195,2.83477626999088,5.2771708731495,3.13951256900411,4.03076321333341,6.11894313662286,3.83143127648122,3.36775823744291,9.20413273489539,5.06425134919845,3.59762572993168,4.92695166853018,4.29640213637209,4.15575857874706,5.54778541908243,4.57575630588371,4.12705532124961,4.65804134871257,4.20435854545302,5.11301315202222,4.06918908057086,1
"GSM1116111_BC04_ARN0030_s1h1s1_U133p2.CEL.gz",3.21932614383976,3.18167730718299,5.1631899064403,3.17905214889789,6.34167712279136,7.0058016004207,5.57401137470689,3.27523504927075,7.79141798101095,4.76565228597687,3.66947508467142,4.41903124627521,4.04881766289004,4.14052270800141,6.45564506599317,4.84115098950889,4.330446023511,4.91573332181023,4.26360553955581,4.65013951817662,3.95060524216483,1
"GSM1116112_BC04_ARN0031_s1h1s1_U133p2.CEL.gz",3.02613060365532,3.15104855579469,4.85909758101014,3.19244476106059,3.44958137144095,6.66052192190898,3.53944599146054,3.47894651309887,8.7738348823946,5.53038925862742,3.03102459620093,6.84490614366113,4.32458858018054,8.14775445912809,6.22619069228338,5.61767340825946,4.63687902892987,5.47879580142338,3.96027225819957,5.34659023865938,3.74485841908022,1
"GSM1116112_BC16_ARN0035_s1h1s1_U133p2.CEL.gz",3.20129296167237,3.22814398926617,5.0897945104129,3.11016062888108,3.39402981969633,6.70946264237479,3.77835906009575,3.27733894878721,8.75531158758576,5.44722904188279,2.92982282983047,7.19136300480773,4.14296447950083,8.12250497915277,6.35225595503701,5.54600108793253,4.34102910583611,5.56882837531262,4.08978557189791,4.64917812578267,3.86324935898127,1
"GSM1116113_BC04_ARN0032_s2h1s1_U133p2.CEL.gz",2.94866927543253,3.0853104963329,5.04906170452764,3.12913702192172,3.30239170178872,6.26301392559268,3.62239305213394,3.51787795377381,8.62101282172169,4.71058121476162,3.12558279360399,6.74222270452103,4.34239982191003,4.28023689832128,5.82513978730667,4.57800307191524,4.61572684817762,5.63548885831477,4.18561481605637,4.6622021093918,4.39614099514617,1
"GSM1116114_BC04_ARN0033_s2h2s1_U133p2.CEL.gz",3.21895904461116,2.96572960501118,4.92125042722624,2.97591066280028,3.75610894762375,6.88893207821516,3.49296588761062,3.78269784414519,8.443897263914,5.26076188013498,3.29127001478696,5.43890163360899,4.22262039063412,3.36398949413395,9.59563981777179,4.89258941894074,4.15788886044404,5.43153332514432,3.91887289883125,4.81602271275893,9.73006832238708,1
"GSM1116115_BC04_ARN0034_s2h1s1_U133p2.CEL.gz",3.3199161217569,3.27123282843404,4.62329679267931,3.25784464739803,3.8378829522228,6.68456942269131,6.77856798580008,3.27404365130118,8.03328271500516,4.79876358992804,3.34273594467536,4.09310084737923,4.12887561819686,3.50213977504494,7.16817545284226,5.11902763506984,4.43555775102408,5.45242959765653,4.25174493721169,4.35594356753186,3.84855111330933,1
"GSM1116116_BC04_ARN0035_s1h1s1_U133p2.CEL.gz",4.42043737298852,3.13300112653594,5.00422503562505,7.71631568320957,3.61903609844506,6.32700043297009,3.62340036781059,3.76590779163402,9.13110882724637,5.09062366764272,2.83056252220265,3.89594659211841,4.34650258858023,3.74969717145442,5.24761465926389,4.51422912960773,4.62955164893043,6.9751337624302,4.34073079587805,5.10646652677211,4.88239182876686,1
"GSM1116117_BC04_ARN0036_s1h1s1_U133p2.CEL.gz",3.16071503287286,3.15556894903868,5.37370131227063,3.150782536731,3.77304677589955,7.11863372714266,5.29736270766582,3.35248162650038,9.20531485879074,6.0090797383511,3.21989243044278,4.22223051870601,4.8842202218779,3.81665023465425,6.57752171925335,5.5322754337799,9.69736749611552,9.26648342315786,4.38621214085301,5.0232764935195,13.5855023860973,1
"GSM1116117_BC16_ARN0063_s1h1s1_U133p2.CEL.gz",3.34182671987817,3.20318831014501,5.05673832160369,3.16578756655,3.81049773926235,7.41968224930544,4.87971245834164,3.08835683628032,8.57509659888473,5.80630542171512,3.31699441089815,4.48220024319916,4.64302758750438,4.01610827247552,6.59648692558892,5.35415691173567,9.76498305218021,9.22389902260272,4.19174840024501,4.90407356306493,13.5199006031295,1
"GSM1116118_BC04_ARN0037_s1h1s1_U133p2.CEL.gz",3.46531874449662,3.05390878054425,5.02871628526439,3.41148063656051,3.77131986121322,6.77395961298259,3.66451879720043,3.21558050086387,8.57246423605861,4.939886185215,3.7032315159078,4.19366037155891,4.3212513490088,6.09104139327922,6.60881013906777,4.8751472791519,4.53199589543479,4.9885243489378,4.23160961399438,4.70870044298375,3.84648374662051,1
"GSM1116118_BC16_ARN0117_s1h1s1_U133p2.CEL.gz",3.39319267437137,2.79782793532937,4.97594728663014,3.12661612615922,3.91959166997835,6.88117680223713,3.73127882959514,2.98313025409192,8.23831666244414,4.77376431455226,3.637945804635,4.46751443983969,4.06024669879922,6.32790540049258,6.84326427539664,4.97700576886699,4.49239723555417,5.14403817966109,3.91043625759193,5.12208255091701,3.85095255191892,1
"GSM1116119_BC04_ARN0038_s1h1s1_U133p2.CEL.gz",3.43293367727567,3.24632565164847,4.95648916525387,3.18877559192697,6.42705902446225,7.40976763466991,7.51538199063424,3.94193668293353,8.50194736361752,6.54160242522136,5.89779316619653,6.34116669327489,6.86784023749121,4.04589351051778,7.63634038541709,6.33145055115627,4.94906027024344,5.98317890698843,4.24889433464735,4.80154068678304,6.6474431118072,1
"GSM1116119_BC16_ARN0102_s1h1s1_U133p2.CEL.gz",3.29418623146165,3.11336379470232,4.68277160535243,2.97720831418485,6.65788816775575,7.22745407347931,7.31647499812785,4.03763956043696,7.92756000441584,6.28064494802219,5.73269439130768,5.88584348234807,7.11594178947565,4.48658467419843,7.98899492831556,6.50648738283467,5.00094675940404,6.00962552723899,4.4382343865763,4.91478750611695,6.69496543585861,1
"GSM1116120_BC04_ARN0039_s1h1s1_U133p2.CEL.gz",3.14002174060604,3.12308092800206,4.91301441392964,3.15312491753749,3.33051803165516,6.5169793466416,3.56997059925583,3.27259651461291,8.2655482775879,5.11214695133032,3.59543722903364,5.65520929275696,4.21087160651698,4.15915735544707,6.63507172743908,5.4146850510466,4.71230513861229,5.1206005873009,4.25745889932538,4.87573331175857,3.63589668826525,1
"GSM1116120_BC16_ARN0096_s1h1s1_U133p2.CEL.gz",2.95743519913509,2.91613706862195,5.28857758189607,3.13662182925409,3.74164284848681,6.47248312341491,3.71827288311389,2.8536170023363,8.45947323178055,4.76934708408577,3.64589677853764,5.85292960170132,4.17241415828249,4.63294385095025,6.38997214602712,5.23834844110138,4.30897977597072,4.84369910923264,4.16991650711229,4.77402792688475,3.57374669983153,1
"GSM1116121_BC04_ARN0040_s1h1s1_U133p2.CEL.gz",4.28065760421226,3.15447596251171,5.23832251835135,3.219912143222,3.89565637822618,6.3541068282043,3.77958321519635,4.2735646288694,8.42039137422236,5.07777746135123,4.57722532587197,4.7038964604655,4.06252976450022,3.91544354876424,6.04767709334049,5.56569662048333,6.77261386086262,10.1041440844095,4.48975863890116,6.65182234815415,3.85671365422631,1
"GSM1116122_BC04_ARN0041_s1h1s1_U133p2.CEL.gz",3.13147240905525,3.08028246151909,5.34221672250041,3.33585207219824,5.0002348361259,6.79789809179889,5.94970476785609,3.68143988030026,9.01522802467853,5.9196450665268,4.08793766200197,4.33166545048067,4.1675192591568,4.33975653744364,5.96212626213817,5.71435458913146,8.25458682798088,9.93785794967461,4.22110439894697,4.85391102887503,7.90770015393754,1
"GSM1116122_BC16_ARN0050_s1h1s1_U133p2.CEL.gz",3.10342594470736,3.16330825432556,5.91465955333594,3.31918841087663,5.32072168226529,6.69088804893522,6.11721042775478,3.38153552243449,8.38309574680691,5.70120465447585,4.42477187783463,4.05094906833425,4.39257519108038,4.26236946813823,6.3067749614813,6.0936593335596,8.41910594582171,10.1762071703276,4.18128677998908,4.95919321629067,8.14675390870911,1
"GSM1116123_BC04_ARN0042_s1h1s1_U133p2.CEL.gz",3.18347330034468,3.05351458666486,4.93092080593375,3.11384525024224,6.25413808748342,6.80900155604398,4.05306566562028,3.43939883405092,9.41081117514315,6.31696993057403,3.11353147822666,6.99760811483883,4.92837127947697,4.01211423271535,6.13830012396236,5.30568132141197,4.39833633037779,7.23485289738677,4.13060292141974,5.17164787009004,4.6476808605446,1
"GSM1116124_BC04_ARN0043_s1h1s1_U133p2.CEL.gz",2.996166939103,3.04159778221398,4.75436075986579,3.04909496780998,4.23552725984771,6.62136377613444,4.09478241847128,3.38583357509492,8.12374258935813,5.95512207397464,3.44405934303167,7.16345087697528,4.35169519383675,3.56388214995479,6.74509041287127,5.400843237984,4.65100695195564,5.2886851701238,4.61410237893033,4.64780358496203,3.69754486966827,1
"GSM1116125_BC04_ARN0044_s2h1s1_U133p2.CEL.gz",3.20931880343485,3.16345881127152,4.43852823063587,3.09373702195297,3.68526755969289,6.19206562160011,4.76006785210022,4.05242873564521,8.84023312296893,4.9696327568505,2.79807323672119,4.95443573067297,3.92130914587367,7.36218051746205,5.83238587221321,5.37389716143549,4.58519948684197,5.46508537016471,4.31369637279848,4.63913129689832,3.62333336764557,1
"GSM1116126_BC04_ARN0045_s1h1s1_U133p2.CEL.gz",3.21098187763971,4.83434840568737,6.24120382743722,3.90950538750603,4.0147515980402,6.91498304562951,3.60862885454267,4.51602374015907,8.4781330888415,5.07561924773176,3.97100031623215,7.64650359935469,6.40914318027562,3.21287723282516,6.29588563333608,5.45398438379678,9.85191977039893,10.2108571724165,4.19674200778676,4.83119122515339,7.949912876391,1
"GSM1116126_BC16_ARN0131_s1h1s1_U133p2.CEL.gz",3.23844826799701,4.80721719367684,6.58656084219807,4.02113276555198,3.99446796793703,6.61600518673905,3.79626844075993,4.516482161541,8.24328829187459,5.06719205243973,3.91635769740964,7.28736041575475,6.38640684508976,3.55557013392761,6.3877013046616,5.39952295533759,9.72892334038226,10.104132681055,4.2662351388518,4.98145458676392,8.25069893167125,1
"GSM1116127_BC04_ARN0046_s1h1s1_U133p2.CEL.gz",3.58511787261743,3.10632090308879,5.03584791256147,5.3518210611091,3.48499026127899,6.50656891595999,3.63256081265314,3.27767536774744,8.9707732295051,5.1668538302114,3.2715749958619,4.29660781291745,4.80792161781234,3.7639284335124,6.54729394180658,5.1104404603451,7.34959458617669,8.63915580724884,4.09168694995683,5.05798645481346,11.4875175459839,1
"GSM1116128_BC04_ARN0047_s2h1s1_U133p2.CEL.gz",3.09961085462247,2.95121189812647,5.07112304347245,3.28073592345018,5.10702993175104,6.66491527932292,4.41236559412768,3.35655627696743,7.78422985242589,4.90236750678679,3.14260161133264,4.13578880041785,4.44462834115159,3.62430880892479,6.34000155210189,5.69795347680923,4.24549851000996,5.6489553361765,4.53814909715723,4.82530862001942,7.67262553182325,1
"GSM1116129_BC04_ARN0048_s2h2s1_U133p2.CEL.gz",3.51850662118619,5.73687802220669,5.57339388746533,6.25628772146349,3.47404186548948,6.83922064009958,3.88195000221482,4.48292452387974,8.34481641695382,4.9843109233093,3.59393425034382,4.38649245708724,6.44743373214693,4.16138096007616,6.07816668357955,5.26942063382774,5.37214051843797,9.374244737828,4.22647819352,4.87617649003172,3.66035223448724,1
"GSM1116130_BC04_ARN0049_s1h1s1_U133p2.CEL.gz",3.29128443756313,3.03297516502522,4.82438928965705,3.60774679065223,3.62206156663778,6.0901297509999,3.52982492886468,5.03247932126542,8.44183869328348,4.58207458316126,2.78776469727566,3.95885788343042,4.39084709177052,3.53029935301223,5.66948349999547,5.2014558329404,12.5693777179861,11.3812165406204,4.50227120282533,4.69274367636769,11.8713692105451,1
"GSM1116131_BC04_ARN0050_s1h1s1_U133p2.CEL.gz",3.19320796284316,3.29239748100127,4.8622768563712,3.23657554876098,2.96220455805489,6.36525947658407,3.87589141983176,3.64711716821481,8.00321427222261,4.80095094404505,3.04526848225756,4.43712417645084,4.86034236829282,5.48239075497326,5.52884660769572,5.01894561093974,5.17897246197504,5.56275252349048,4.50163355413794,4.63683435976022,3.83068768524423,1
"GSM1116132_BC04_ARN0051_s4h1s1_U133p2.CEL.gz",5.64187260277805,2.92912791352051,5.4125627592215,6.59653502988949,3.43638230511853,6.34788371358421,3.46629685955027,4.00884681438886,8.89914635845025,4.87370909275509,3.43544442749125,4.3977928441727,4.26416692351515,5.35078258311613,7.26090993561035,4.6866633490059,7.0503489162761,6.38897275321277,4.17522687997441,4.71123465210229,3.9776098849096,1
"GSM1116133_BC04_ARN0052_s1h1s1_U133p2.CEL.gz",2.94451222795278,3.08853947289521,5.21983639843045,3.40100828760117,3.33218817250547,6.5191134336447,3.57766450065799,4.58361256075675,8.32856587104556,4.98004351068248,3.2244468895129,4.54793011498433,3.99867258443886,4.14017709176805,6.50331560036248,5.303542670029,4.51832602239323,4.64869374949036,3.91611623637236,5.02956307860454,9.31148223868487,1
"GSM1116134_BC04_ARN0053_s1h1s1_U133p2.CEL.gz",3.33339109649976,2.87455908922783,5.31147629810278,3.218651551986,8.60218515472522,7.71481912972193,5.99267606330713,5.31278591646106,8.51741520255449,7.01515714350601,4.93852937239028,4.61234005636006,6.2868773181628,3.93086659755036,7.953648289665,6.65879354518461,7.00904964692128,7.14579957942827,4.59878007949421,5.18512057245253,4.88782688376,1
"GSM1116134_BC16_ARN0077_s1h1s1_U133p2.CEL.gz",3.54231444797785,3.15483496581026,5.37704943428897,3.32247316891533,8.77395817422803,7.69813299871513,6.41103317737896,4.75965461547774,7.33815081196046,6.73829387676069,5.70102793785127,4.94792800936661,6.01457369784214,3.94860259038277,8.00383726805405,7.21980298600179,7.02629156355894,7.22817009075481,4.49012929394302,5.4691487728358,4.59873370961708,1
"GSM1116135_BC04_ARN0054_s1h1s1_U133p2.CEL.gz",3.2531459971122,3.04168083810903,5.02638588389012,3.05732721214421,3.73068827452391,6.07787145584834,4.39345558508351,3.91124163272327,8.45270926679648,4.77387493246591,4.42366200057226,4.89880990105441,4.67375576539726,4.16739874998515,6.13938920669585,5.29021443204743,4.67997100306285,5.1388267803798,4.75850271289312,5.07600570729188,3.92307263251896,1
"GSM1116136_BC04_ARN0055_s1h1s1_U133p2.CEL.gz",3.23236188102954,3.07960497003107,4.90877751041825,3.43657196458664,4.51176544720032,6.54575320011051,4.13618122300479,3.62920414586141,8.40269310274342,5.03000994796827,3.39405254903344,5.20110828292299,4.38120221062772,3.23293889461311,5.81901004089448,5.48218640148037,4.53676206643501,5.71236221217229,4.34925281187373,4.76448151090859,4.1426885370417,1
"GSM1116137_BC04_ARN0056_s1h1s1_U133p2.CEL.gz",3.98234395941337,3.0336612628925,5.84664941744735,6.7007473138953,3.80652754025659,6.76027631237189,4.98064805781541,3.57381734088737,8.53387155453478,5.22001874657128,3.30662406753934,4.36278903544299,4.7093904782149,3.96247742811711,6.76031401410051,5.76947749679311,7.86974873525932,8.99076472409786,4.34675852683605,5.27817911989859,3.88294832380875,1
"GSM1116138_BC04_ARN0057_s1h1s1_U133p2.CEL.gz",3.09254395191062,3.21700965826057,5.1419065997148,3.06049010487789,3.76023530710172,6.3570132678024,3.81038251810469,5.59513262964385,9.03046327166215,4.87891922792338,2.85425650064849,4.3977928441727,4.03913157421627,4.28323317173201,5.34859788625935,4.58311407423023,4.23000706293105,5.34378585562796,4.1400244174008,5.06397792247551,4.66503691453647,1
"GSM1116138_BC16_ARN0124_s1h1s1_U133p2.CEL.gz",3.2438433913104,2.98911137411033,4.90930641366493,3.13774670191167,3.80260092051899,6.59708845571205,3.92475747067268,5.82927155483288,8.21907904228963,4.8027971059669,2.76539052525231,4.43677122793907,3.93723469181306,4.78565220746141,5.68150487673779,5.11753870510445,4.69370487227917,5.40505183245949,4.2842190673474,4.86095654741295,4.80376865315821,1
"GSM1116139_BC04_ARN0058_s1h1s1_U133p2.CEL.gz",3.12344208460861,3.0872916196313,5.08609546493995,3.39386958282551,3.67133224580729,6.62636001808956,3.39472595372385,3.20607951278737,8.45682655974519,4.84200723224257,3.17231589189804,4.43691371952294,3.98859768667486,4.50966203265963,6.54949269778191,5.53050148444572,4.38534496946803,4.88449570837068,4.24438869010362,4.65667075008802,3.95538200629831,1
"GSM1116140_BC04_ARN0059_s1h1s1_U133p2.CEL.gz",2.98266565848785,3.1260104224147,5.16718490792901,3.16876193649835,6.97975495253068,7.97895032562603,5.62252622594675,3.31329160157248,8.09026139344406,7.10250768969434,5.36094672155397,4.29938503025917,4.90073879565132,4.15522082146065,8.31155609818572,7.2380878019827,4.45142018933858,5.55286226414923,4.52607177119656,5.3679426086084,3.83147015087826,1
"GSM1116141_BC04_ARN0061_s2h1s1_U133p2.CEL.gz",3.35727430985911,3.14634368210402,5.00332232813035,3.07307150816206,4.37164612691259,6.50518652671689,3.64454680700918,3.38606670118095,8.40833827391693,5.00146392622458,3.24177606698611,3.75355138214178,4.29412728861827,3.97715946534191,7.0744364593004,5.76431437020212,4.64139480939562,5.62576643910385,4.11661802418213,4.83362052670651,3.90240170486614,1
"GSM1116142_BC04_ARN0062_s1h1s1_U133p2.CEL.gz",3.39590091008483,3.02287358797646,5.10535280569105,3.06877879916679,3.83954013380926,6.25388891217574,3.51610375366532,3.43242191544901,8.71946689414262,5.11162136055765,2.91696500228306,6.09664717485808,4.21168219473177,4.01374649060668,5.66785894257055,5.27250723285185,3.94775356803763,5.17178212236571,4.12736328223589,4.65776333590515,8.10698385360654,1
"GSM1116143_BC04_ARN0063_s1h1s1_U133p2.CEL.gz",3.04143120834171,3.17511431143207,4.91877843458065,2.86427336286787,3.25585921320109,6.29050987917801,4.10065398532301,3.16212167048797,7.93790846063563,4.97799880943705,2.94722696517895,7.28987845236899,4.23269282696562,4.05022391693509,6.38690815637377,4.34525891238967,4.73841038402166,5.34644180985222,4.12626987336251,5.33101320109894,3.72457424039834,1
"GSM1116143_BC16_ARN0055_s1h1s1_U133p2.CEL.gz",3.18341919411211,2.86622532799835,5.20952032559169,2.95527563156048,3.27884537278647,6.25590524609142,3.89616584278965,3.13671297285581,7.4744651686584,4.46987440947586,2.93315415116918,7.72840014445405,4.05857285746391,3.75864155942847,6.34483101188355,5.04822862280459,4.61336930463916,5.41891371699269,3.94912517258426,5.52168891118247,3.84296807915655,1
